1.5,1.9991414559945356E-15
2,6.37761687193886E-15
2.5,1.2639728638768716E-14
3,1.7825134592834246E-14
3.5,2.7429378944515652E-14
4,3.806478395271707E-14
4.5,5.5385384806962116E-14
5,7.392997489907755E-14
5.5,1.0414302595484017E-13
6,1.3811905512052903E-13
6.5,1.7544248823602672E-13
7,2.554108558836447E-13
7.5,3.3168480528180676E-13
8,4.3292679791742183E-13
8.5,5.323086164616099E-13
9,6.982133725139537E-13
9.5,8.716220214389105E-13
10,1.0333877247861136E-12
