
2.000000000000000e-07	2.499055164696356e-01	
3.100000000000000e-07	3.073461330209679e-04	
4.310000000000000e-07	1.985210146468134e-04	
5.641000000000000e-07	1.487380726796647e-04	
7.105100000000001e-07	1.177122590271326e-04	
8.715610000000001e-07	9.595936875407920e-05	
1.048717100000000e-06	7.995974252747845e-05	
1.243588810000000e-06	6.757980856552008e-05	
1.457947691000000e-06	5.762054057034596e-05	
1.693742460100001e-06	4.941843236632013e-05	
1.953116706110001e-06	4.256100175181040e-05	
2.238428376721001e-06	3.676397919384177e-05	
2.552271214393101e-06	3.182187133204236e-05	
2.897498335832412e-06	2.758235401625811e-05	
3.277248169415653e-06	2.393004841606173e-05	
3.694972986357219e-06	2.077547484632281e-05	
4.154470284992941e-06	1.804722900437862e-05	
4.659917313492236e-06	1.568639045105868e-05	
5.215909044841460e-06	1.364270423206500e-05	
5.827499949325606e-06	1.187223254534193e-05	
6.500249944258167e-06	1.033613485709100e-05	
7.240274938683984e-06	9.000180114067324e-06	
8.054302432552383e-06	7.834610595198299e-06	
8.949732675807621e-06	6.814065548034382e-06	
9.934705943388385e-06	5.917394027384776e-06	
1.101817653772722e-05	5.127298430392878e-06	
1.220999419149995e-05	4.429829351954899e-06	
1.352099361064994e-05	3.813793781463797e-06	
1.496309297171494e-05	3.270148935071312e-06	
1.654940226888643e-05	2.791443832936797e-06	
1.829434249577508e-05	2.371350330486778e-06	
2.021377674535259e-05	2.004302700780837e-06	
2.232515441988785e-05	1.685245400945000e-06	
2.464766986187663e-05	1.409475115026817e-06	
2.720243684806430e-05	1.172556176665712e-06	
3.001268053287073e-05	9.702870758949410e-07	
3.310394858615781e-05	7.986981709180511e-07	
3.650434344477359e-05	6.540650482432203e-07	
4.024477778925096e-05	5.329266615124287e-07	
4.435925556817606e-05	4.321014923714057e-07	
4.888518112499367e-05	3.486981173217779e-07	
5.386369923749304e-05	2.801187276612022e-07	
5.934006916124235e-05	2.240555194758064e-07	
6.536407607736659e-05	1.784806740927109e-07	
7.199048368510326e-05	1.416310800615616e-07	
7.927953205361359e-05	1.119891375980822e-07	
8.729748525897496e-05	8.826101351159221e-08	
9.611723378487246e-05	6.935362259353763e-08	
1.058189571633597e-04	5.435143180678621e-08	
1.164908528796957e-04	4.249394927015456e-08	
1.282299381676653e-04	3.315450855693362e-08	
1.411429319844318e-04	2.582072670045169e-08	
1.553472251828750e-04	2.007682650261745e-08	
1.709719477011625e-04	1.558788031626511e-08	
1.881591424712788e-04	1.208594777113146e-08	
2.070650567184067e-04	9.358031614591855e-09	
2.278615623902474e-04	7.235747706106534e-09	
2.507377186292721e-04	5.586585969958154e-09	
2.759014904921994e-04	4.306624573955422e-09	
3.035816395414193e-04	3.314545972445911e-09	
3.340298034955613e-04	2.546794479759812e-09	
3.675227838451174e-04	1.953711381492625e-09	
4.043650622296292e-04	1.496486903349264e-09	
4.448915684525921e-04	1.144778452230048e-09	
4.894707252978514e-04	8.748601900691274e-10	
5.385077978276366e-04	6.681882175063752e-10	
5.924485776104002e-04	5.102861919837206e-10	
6.517834353714404e-04	3.898760241303265e-10	
7.170517789085845e-04	2.981958675066648e-10	
7.888469567994430e-04	2.284620856078354e-10	
8.678216524793873e-04	1.754430412571644e-10	
9.546938177273261e-04	1.351207977235067e-10	
1.050253199500059e-03	1.044226547811093e-10	
1.155368519450065e-03	8.100854226685389e-11	
1.270995371395071e-03	6.310328334887135e-11	
1.398184908534579e-03	4.936489047798359e-11	
1.538093399388036e-03	3.878173856798407e-11	
1.691992739326840e-03	3.059279386086885e-11	
1.861282013259524e-03	2.422615013215933e-11	
2.047500214585477e-03	1.925200193472042e-11	
2.252340236044025e-03	1.534692537159304e-11	
2.477664259648428e-03	1.226693081678992e-11	
2.725520685613271e-03	9.827263074888176e-12	
2.998162754174598e-03	7.887349878042227e-12	
3.298069029592058e-03	6.339628582448341e-12	
3.627965932551264e-03	5.101281481389547e-12	
3.990852525806391e-03	4.108128423045807e-12	
4.390027778387031e-03	3.310110582613973e-12	
4.829120556225734e-03	2.667942218026288e-12	
5.312122611848308e-03	2.150616859343634e-12	
5.843424873033140e-03	1.733538518413084e-12	
6.427857360336454e-03	1.397110908512338e-12	
7.070733096370099e-03	1.125663413997201e-12	
7.777896406007110e-03	9.066266188352162e-13	
8.555776046607821e-03	7.298940276348964e-13	
9.411443651268604e-03	5.826363460926373e-13	
1.000000000000000e-02	5.379260044549338e-13	
